,logP,sa,qed,weight,similarity
0,2.6047200000000013,1.6601982791423566,0.5607361162562636,149.029920224,0.19834710743801653
1,0.542,3.1809881498447323,0.7942738269308957,353.19720246009007,0.4431137724550898
2,2.4457000000000004,2.896117961838023,0.6190035017044145,422.99939812391005,0.2754491017964072
3,-0.4618999999999964,5.06883139511438,0.7464394244091995,257.18810057618,0.1891891891891892
4,3.842100000000002,2.807079230966636,0.41631089611424194,396.129691748,0.31137724550898205
5,2.7082000000000006,2.658362181771354,0.30626476126265834,379.14861826808993,0.2926829268292683
6,2.4028,3.4799275829639935,0.39974037477190066,505.22465683999997,0.3894736842105263
7,-3.767399999999999,5.398942192421661,0.3665760239358338,161.068807832,0.1
8,-1.9800000000000006,3.5313095881349117,0.49051986767922323,267.096753896,0.06896551724137931
9,4.447300000000002,2.7799204902939927,0.6870583674891775,315.17354767200004,0.2857142857142857
10,1.6078999999999994,3.6131335589091327,0.8996170352110302,296.98392102391,0.20833333333333334
11,1.8256999999999999,4.180939064245971,0.8237340370120341,390.191657324,0.12571428571428572
12,0.20350000000000268,3.2133966288561133,0.42200849257203904,474.17043019590994,0.5274725274725275
13,-0.5043,3.3415626070927082,0.5647628894810833,168.089877624,0.12903225806451613
14,2.760600000000002,3.504968401527318,0.6334163505631125,456.03685066008995,0.1871345029239766
15,1.6812000000000002,4.0753166207920275,0.7920614861996736,399.985749104,0.15
16,1.7106999999999999,2.690153631738996,0.7381179100205056,193.019749464,0.26356589147286824
17,2.2585999999999995,4.102948113676462,0.8014428539966251,384.15856445609006,0.22485207100591717
18,2.5628800000000007,1.7964826124746107,0.9112312058821758,299.04615424,0.26666666666666666
19,-1.517399999999995,4.433156972504859,0.46610847590362187,320.22012897618004,0.4358974358974359
20,1.763,2.6511710953564585,0.4482807192094624,178.06299418,0.20155038759689922
21,-0.7943999999999971,4.427097081135912,0.41204758990262474,393.23839857609005,0.2485207100591716
22,0.045799999999999896,2.753060026016172,0.6076620462778795,139.074561908,0.13333333333333333
23,5.134120000000004,2.452585889915305,0.38788355444905986,484.13358933999996,0.25806451612903225
24,-1.9800000000000006,3.5313095881349117,0.49051986767922323,267.096753896,0.06896551724137931
25,-3.7628,4.833181427795265,0.42456491910605076,132.00697038782002,0.22807017543859648
26,2.247320000000001,3.5894964180060693,0.5971182827106916,472.214426504,0.2857142857142857
27,-2.6075999999999997,4.92466327249606,0.35598832510261547,186.08731766409,0.06299212598425197
28,-1.864600000000006,5.640987981137025,0.019470383823614143,960.3656944500001,0.45
29,3.2948000000000013,3.283494423154737,0.5053290223043061,406.105563642,0.5146198830409356
